dataset,scaler,stratify,classifier,seed,acc_correct,uar_correct,acc_leakage,uar_leakage
svd,QuantileTransformer,False,adaboost,5,0.8353658536585366,0.8208983998457683,0.8353658536585366,0.8208983998457683
svd,QuantileTransformer,False,mlp,5,0.774390243902439,0.772006940427993,0.801829268292683,0.8022556390977444
voiced,QuantileTransformer,False,svm,5,0.5952380952380952,0.4912023460410557,0.5476190476190477,0.40029325513196484
voiced,QuantileTransformer,False,knn,5,0.5,0.42668621700879766,0.5238095238095238,0.44281524926686217
voiced,QuantileTransformer,False,gaussianNB,5,0.38095238095238093,0.49266862170087977,0.38095238095238093,0.49266862170087977
voiced,QuantileTransformer,False,lda,5,0.5476190476190477,0.48826979472140764,0.4523809523809524,0.4530791788856305
voiced,QuantileTransformer,False,qda,5,0.42857142857142855,0.6129032258064516,0.5238095238095238,0.530791788856305
voiced,QuantileTransformer,False,dt,5,0.6428571428571429,0.5821114369501467,0.5476190476190477,0.5469208211143695
voiced,QuantileTransformer,False,rf,5,0.7857142857142857,0.5909090909090909,0.7857142857142857,0.5909090909090909
voiced,QuantileTransformer,False,adaboost,5,0.3333333333333333,0.46041055718475077,0.3333333333333333,0.46041055718475077
voiced,QuantileTransformer,False,mlp,5,0.6904761904761905,0.6143695014662757,0.6190476190476191,0.5073313782991202
svd,QuantileTransformer,True,svm,6,0.8353658536585366,0.8313234384662955,0.8414634146341463,0.8376623376623377
svd,QuantileTransformer,True,knn,6,0.698170731707317,0.6905534941249227,0.7042682926829268,0.6968923933209648
svd,QuantileTransformer,True,gaussianNB,6,0.6463414634146342,0.6694495980210265,0.6432926829268293,0.6668985776128633
svd,QuantileTransformer,True,lda,6,0.823170731707317,0.8211193568336426,0.823170731707317,0.8235930735930737
svd,QuantileTransformer,True,qda,6,0.7378048780487805,0.7509276437847867,0.7621951219512195,0.7688620902906618
svd,QuantileTransformer,True,dt,6,0.8048780487804879,0.7897340754483612,0.8048780487804879,0.7897340754483612
svd,QuantileTransformer,True,rf,6,0.8567073170731707,0.8442331478045764,0.8567073170731707,0.8442331478045764
svd,QuantileTransformer,True,adaboost,6,0.8384146341463414,0.8239795918367347,0.8445121951219512,0.8278447742733457
svd,QuantileTransformer,True,mlp,6,0.7774390243902439,0.7779066171923315,0.7896341463414634,0.7856369820655535
voiced,QuantileTransformer,True,svm,6,0.5714285714285714,0.5,0.6428571428571429,0.55
voiced,QuantileTransformer,True,knn,6,0.6666666666666666,0.5916666666666667,0.6904761904761905,0.6333333333333333
voiced,QuantileTransformer,True,gaussianNB,6,0.4523809523809524,0.5916666666666667,0.4523809523809524,0.5916666666666667
voiced,QuantileTransformer,True,lda,6,0.5238095238095238,0.5666666666666667,0.5238095238095238,0.5416666666666667
voiced,QuantileTransformer,True,qda,6,0.30952380952380953,0.44166666666666665,0.3333333333333333,0.5083333333333333
voiced,QuantileTransformer,True,dt,6,0.6428571428571429,0.525,0.6666666666666666,0.5416666666666667
voiced,QuantileTransformer,True,rf,6,0.7142857142857143,0.575,0.7142857142857143,0.575
voiced,QuantileTransformer,True,adaboost,6,0.5952380952380952,0.4666666666666667,0.5952380952380952,0.4666666666666667
voiced,QuantileTransformer,True,mlp,6,0.5714285714285714,0.525,0.6190476190476191,0.5333333333333333
